FPR_Class0,TPR_Class0
0.21556,0.75397
0.21587,0.75397
0.21587,0.75444
0.21649,0.75444
0.21649,0.75537
0.21743,0.75537
0.21743,0.75584
0.21774,0.75584
0.21774,0.75677
0.21868,0.75677
0.21868,0.75770
0.21899,0.75770
0.21899,0.75864
0.21931,0.75864
0.21931,0.75957
0.21993,0.75957
0.21993,0.76004
0.22212,0.76004
0.22212,0.76097
0.22274,0.76097
0.22274,0.76237
0.22306,0.76237
0.22306,0.76284
0.22368,0.76284
0.22368,0.76331
0.22493,0.76331
0.22493,0.76377
0.22524,0.76377
0.22524,0.76517
0.22555,0.76517
0.22555,0.76564
0.22680,0.76564
0.22680,0.76611
0.22805,0.76611
0.22805,0.76657
0.22868,0.76657
0.22868,0.76704
0.22899,0.76704
0.22899,0.76797
0.22993,0.76797
0.22993,0.77077
0.23024,0.77077
0.23024,0.77171
0.23243,0.77171
0.23243,0.77358
0.23368,0.77358
0.23368,0.77404
0.23555,0.77404
0.23555,0.77451
0.23618,0.77451
0.23618,0.77498
0.23774,0.77498
0.23774,0.77731
0.23899,0.77731
0.23899,0.77778
0.23961,0.77778
0.23961,0.77824
0.24211,0.77824
0.24211,0.77871
0.24649,0.77871
0.24649,0.77918
0.24867,0.77918
0.24867,0.77965
0.24930,0.77965
0.24930,0.78011
0.25055,0.78011
0.25055,0.78058
0.25336,0.78058
0.25336,0.78105
0.25523,0.78105
0.25523,0.78198
0.25679,0.78198
0.25679,0.78245
0.25773,0.78245
0.25773,0.78338
0.25804,0.78338
0.25804,0.78385
0.25867,0.78385
0.25867,0.78431
0.25992,0.78431
0.25992,0.78478
0.26086,0.78478
0.26086,0.78525
0.26554,0.78525
0.26554,0.78571
0.26679,0.78571
0.26679,0.78618
0.26710,0.78618
0.26710,0.78711
0.26835,0.78711
0.26835,0.78758
0.26898,0.78758
0.26898,0.78852
0.27304,0.78852
0.27304,0.78992
0.27398,0.78992
0.27398,0.79038
0.27460,0.79038
0.27460,0.79085
0.27585,0.79085
0.27585,0.79132
0.27679,0.79132
0.27679,0.79178
0.27866,0.79178
0.27866,0.79318
0.27929,0.79318
0.27929,0.79365
0.28022,0.79365
0.28022,0.79412
0.28210,0.79412
0.28210,0.79458
0.28335,0.79458
0.28335,0.79552
0.28803,0.79552
0.28803,0.79599
0.28928,0.79599
0.28928,0.79645
0.29491,0.79645
0.29491,0.79692
0.29772,0.79692
0.29772,0.79739
0.29834,0.79739
0.29834,0.79832
0.29959,0.79832
0.29959,0.79879
0.30209,0.79879
0.30209,0.79925
0.30272,0.79925
0.30272,0.79972
0.30428,0.79972
0.30428,0.80019
0.30490,0.80019
0.30490,0.80065
0.30647,0.80065
0.30647,0.80112
0.30834,0.80112
0.30834,0.80159
0.31147,0.80159
0.31147,0.80205
0.31178,0.80205
0.31178,0.80252
0.31396,0.80252
0.31396,0.80299
0.31521,0.80299
0.31521,0.80345
0.31678,0.80345
0.31678,0.80392
0.32271,0.80392
0.32271,0.80439
0.32334,0.80439
0.32334,0.80486
0.32615,0.80486
0.32615,0.80626
0.32865,0.80626
0.32865,0.80672
0.32990,0.80672
0.32990,0.80719
0.33146,0.80719
0.33146,0.80766
0.33208,0.80766
0.33208,0.80812
0.33396,0.80812
0.33396,0.80859
0.33677,0.80859
0.33677,0.80952
0.33896,0.80952
